Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,anomaly
60061818,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300430401.0,0.0,1,70,00,ST,0
23102001,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300545852.0,0.0,1,30,10304000,ST,0
35020274,1900,,0,0,0,0,F,,996,998.0,Z001,Z1,0,0,1,,2100,,5300137860.0,0.0,1,999,020000000,ST,0
23069405UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,100,,3000,3000.0,5300230275.0,0.0,1,28,10102000,ST,0
35160701,700000,4600012274.0,10,42,0,0,F,,223,223.0,Z001,X9,1110,204795,100,E20,2000,,5300156350.0,0.0,1,42,10502000,ST,1
00400399,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300216678.0,0.0,1,28,010301000,MM,0
60096910,702225,,0,0,0,0,F,,213,213.0,Z004,TB,20,217700,1,,2000,,5300499782.0,0.0,1,63,010404000,ST,1
00260216,703338,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2000,,5300081045.0,0.0,1,28,140700000,ST,0
60007120,708008,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,3000,,5300388570.0,0.0,1,30,520200000,ST,0
23006500,2000,,0,0,0,0,F,40.0,996,998.0,Z012,EX,0,0,0,,3000,3000.0,5300228891.0,0.0,1,14,42,ST,0
60079817,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300463144.0,0.0,1,3,10401000,ST,0
23792801UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300237940.0,0.0,1,42,10102000,ST,0
60007019,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300370414.0,0.0,1,30,10305000,ST,0
60065170,700000,,0,0,0,0,F,,723,723.0,Z001,X3,11630,5437,100,E20,2000,,5300432045.0,0.0,1,35,010102000,ST,0
00310086,702855,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E13,2100,,5300163697.0,0.0,1,210,010102000,ST,0
00347925,700066,,0,0,0,0,F,,203,203.0,Z011,Y5,0,0,1,E11,2100,,5300192471.0,0.0,1,168,131300000,ST,1
33843902,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z7,320,39909,1,,3000,3000.0,5300276509.0,0.0,1,28,010102000,ST,0
60015406,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z5,0,0,1,,3000,3000.0,5300412891.0,0.0,1,999,00,ST,0
04006630,707145,,0,0,0,0,F,,272,272.0,Z012,Z1,20,35789,1,,3000,,5300143623.0,0.0,1,21,110500000,ST,0
00360451,701806,,0,0,0,0,F,,208,208.0,Z011,V4,940,849,1,E98,3000,,5300456513.0,0.0,2,14,140100000,ST,0
23471601,700151,,0,0,0,0,F,,233,233.0,Z011,Y5,790,2249,1,E13,2000,,5300030455.0,0.0,1,42,060100000,ST,0
31054500,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300270533.0,0.0,1,7,550100000,ST,0
24692200UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300251749.0,0.0,1,999,10401000,ST,0
04005901,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,830,8229,100,E13,3000,,5300124585.0,0.0,1,42,130000000,ST,0
00370720,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2000,,,,1,21,140100000,ST,0
00310973,703080,,0,0,0,0,F,,233,233.0,Z001,Y2,100,47391,1,E13,3000,,5300004923.0,0.0,1,49,110000000,ST,0
31124101UB,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,1,E19,2100,,5300138941.0,0.0,1,21,10102000,ST,0
24935212UB,2000,,0,0,0,0,F,40.0,204,204.0,Z012,Z2,0,0,100,,3000,3000.0,5300256050.0,0.0,1,28,10102000,ST,0
60041422,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300423794.0,0.0,1,14,520100000,ST,0
24417200,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300246639.0,0.0,1,42,10403000,ST,0
23087805,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300230573.0,0.0,1,42,010102000,ST,0
34288300,2100,,0,0,0,0,F,41.0,233,233.0,Z012,Z4,30,5165,1,,3000,3000.0,5300199330.0,0.0,1,42,010401000,ST,0
60067929,708008,,0,0,0,0,F,,206,206.0,Z012,Z7,3070,25941,100,,3000,,5300449410.0,0.0,1,30,520200000,ST,0
36020802,707016,,0,0,0,0,F,,272,272.0,Z012,Y2,20,15045,1,E13,3000,,5300151345.0,0.0,1,10,100202000,ST,1
34495700UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z0,0,0,1,,2100,,5300162762.0,0.0,1,42,10402000,ST,0
04006629,707145,,0,0,0,0,F,,272,272.0,Z012,Z1,20,51025,1,,3000,,5300143624.0,0.0,1,21,110500000,ST,0
00420680,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Y3,0,0,1,E11,3000,3000.0,5300218273.0,0.0,1,28,10103000,ST,0
24045202UB,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300241755.0,0.0,1,999,10102000,ST,0
23928300UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,1,,3000,3000.0,5300240203.0,0.0,1,42,10401000,ST,0
24656100,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z4,0,0,1,,3000,3000.0,5300251109.0,0.0,1,999,550100000,ST,0
00280435,704581,,0,0,0,0,F,,203,203.0,Z001,Y2,30,148676,1,E11,3000,,5300084303.0,0.0,1,14,070100000,ST,1
34080913,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,210,882,1,E13,3000,,5300073137.0,0.0,1,28,060100000,ST,0
80790502,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300127047.0,0.0,1,14,520100000,ST,0
24382000UB,709558,,0,0,0,0,F,,228,228.0,Z001,Y4,0,0,1,E14,2000,,5300549862.0,0.0,1,42,10401000,ST,0
60115863,701230,,0,0,0,0,F,,215,215.0,Z001,Z0,250,240,100,,2000,,5300533348.0,0.0,1,999,080600000,ST,0
04001491,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,70,5382,100,E11,3000,,5300078142.0,0.0,1,47,131200000,ST,0
31042900,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z6,10,1554,1,,3000,3000.0,5300199033.0,0.0,1,42,010401000,ST,0
95194095,2100,,0,0,0,0,F,41.0,221,221.0,Z001,Z5,0,0,100,,2000,3000.0,5300200221.0,0.0,2,3,010502000,ST,0
60045569,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,100,E11,2000,,5300507166.0,0.0,1,28,10102000,ST,0
60068866,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300434314.0,0.0,1,70,10102000,ST,0
24731540,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300252455.0,0.0,1,42,10401000,ST,0
91030002,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300054139.0,0.0,1,3,060100000,ST,0
60077783,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300461311.0,0.0,1,3,10402000,ST,0
00392417,708148,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300149995.0,0.0,1,180,520300000,ST,0
60023611,1900,,0,0,0,0,F,,277,277.0,Z001,Y4,10,2275,100,E11,3000,,5300457854.0,0.0,1,112,060100000,ST,0
34811600,2000,,0,0,0,0,F,40.0,223,223.0,Z012,TB,0,0,1,,3000,3000.0,5300284864.0,0.0,1,56,10403000,ST,0
25021098UB,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300257430.0,0.0,1,999,70500000,ST,0
00270319,701348,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,2000,,5300008348.0,0.0,1,7,140200000,ST,0
60069177,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300434328.0,0.0,1,70,010102000,ST,0
00380498,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z2,0,0,1,,3000,3000.0,5300213716.0,0.0,1,21,120000000,ST,0
21520209,701263,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300037418.0,0.0,1,14,010103000,ST,0
34445200UB,715408,,0,0,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300435607.0,3.0,1,56,10403000,ST,0
60058520,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300432905.0,0.0,1,29,010102000,ST,0
36020656,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300160687.0,0.0,1,28,010502000,ST,0
04008276,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300225391.0,0.0,1,999,120000000,ST,0
82011027,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,420,17881,100,E13,2000,,5300092662.0,0.0,1,42,060100000,ST,0
95193728,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300313744.0,0.0,1,42,60200000,ST,0
28084700UB,2100,,0,0,0,0,F,41.0,228,228.0,Z012,Z4,0,0,1,,3000,2000.0,5300198754.0,0.0,1,42,10401000,ST,0
28200502,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300263905.0,0.0,1,42,010303000,ST,0
95195453,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,20,743,100,,3000,3000.0,5300314472.0,0.0,1,42,010502000,ST,0
00346502,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Y2,0,0,1,E13,3000,3000.0,5300471075.0,0.0,1,84,80100000,ST,0
21281300,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300227382.0,0.0,1,42,10401000,ST,0
04006931,701348,,0,0,0,0,F,,279,279.0,Z001,Y4,320,4949,100,E15,3000,,5300152233.0,0.0,1,84,090300000,ST,0
60031307,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300420736.0,0.0,1,42,010403000,ST,0
00120271,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300202064.0,0.0,1,56,70400000,ST,0
30020221,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,100,,2100,,5300083493.0,0.0,1,5,010102000,ST,0
28186700UB,702399,,0,0,0,0,F,,228,228.0,Z001,Y4,0,0,1,E14,2000,,5300093012.0,0.0,1,35,10401000,ST,0
60072188,715521,4600011773.0,10,84,0,0,F,,215,215.0,Z001,Y2,890,1468384,1,E13,2000,,5300449907.0,0.0,1,84,80300000,ST,1
30021415,701098,,0,0,0,0,F,,279,279.0,Z001,Y4,40,8956,1,E15,3000,,5300179415.0,0.0,1,35,020100000,ST,1
95194392UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300314240.0,0.0,1,56,10401000,ST,0
34331500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300365427.0,0.0,1,42,010401000,ST,0
60072652,702586,,0,0,0,0,F,,203,203.0,Z010,Y2,10,1638,1,E11,2000,,5300458371.0,0.0,1,70,110500000,ST,0
80360103,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,0,0,100,E11,3000,3000.0,5300294882.0,0.0,1,14,520100000,ST,0
37024400UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z6,0,0,1,,2000,,5300191874.0,0.0,1,42,10401000,ST,0
00350067,700020,5500007477.0,10,4,4,60,F,,208,208.0,Z011,X4,44740,2514,1000,E20,3000,,5300014963.0,0.0,1,13,140200000,ST,0
23794502,701979,,0,0,0,0,F,,206,206.0,Z002,Z7,1220,91353,1,,2100,,5300023403.0,0.0,1,56,130000000,ST,0
00360689,706261,,0,0,0,0,F,,272,272.0,Z012,Y6,1240,1242,100,E13,3000,,5300120891.0,0.0,1,7,140100000,ST,0
60072486,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,80,124096,1,E11,2000,,5300460230.0,0.0,1,84,080100000,ST,0
23031501UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300038914.0,0.0,1,28,10102000,ST,0
23922409UB,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Y3,0,0,100,E14,3000,3000.0,5300239969.0,0.0,1,28,10102000,ST,0
00423373,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300219717.0,0.0,1,999,10102000,ST,0
00311530,2000,,0,0,0,0,F,40.0,998,998.0,Z012,Z1,0,0,100,,3000,3000.0,5300208988.0,0.0,1,999,030202000,ST,0
00310609,2100,,0,0,0,0,F,41.0,203,203.0,Z001,Y3,0,0,1,E14,2000,3000.0,5300196949.0,0.0,1,3,050500000,ST,0
27035500,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300405386.0,0.0,1,42,10401000,ST,0
23653004,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,3000,3000.0,5300235930.0,0.0,1,98,140400000,ST,0
00370647,701806,,0,0,0,0,F,,208,208.0,Z011,V4,17460,10348,100,E98,2100,,5300379641.0,0.0,2,14,140100000,ST,0
00311197,700585,,0,0,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2100,,5300090740.0,0.0,1,210,030203000,ST,0
95183645,701318,,0,0,0,0,F,30.0,202,202.0,Z001,Y2,0,0,1,E13,2100,,5300169115.0,3.0,1,42,010402000,ST,0
04006375,700023,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1,,2000,,5300138909.0,0.0,1,14,090300000,ST,0
95193871UB,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,1,,3000,3000.0,5300313868.0,0.0,1,999,10402000,ST,0
23067100UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2000,,5300070432.0,0.0,1,42,10401000,ST,0
34738001,2000,,0,0,0,0,F,,215,215.0,Z002,U0,410,1929,1,,2700,3000.0,5300283762.0,0.0,1,63,100100000,ST,0
24581903,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,40,3865,100,,3000,3000.0,5300189601.0,0.0,1,28,010102000,ST,0
80801108,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,0,0,100,E11,3000,3000.0,5300297084.0,0.0,1,14,520100000,ST,0
60031445,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300387225.0,0.0,1,70,010401000,ST,0
24358800UB,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300124261.0,0.0,1,42,10401000,ST,0
34630900UB,719499,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300548558.0,3.0,1,999,550100000,ST,1
00360249,700020,,0,0,0,0,F,,208,208.0,Z011,X4,260,79,100,E20,2800,,5300017988.0,0.0,1,4,140100000,ST,0
23094501UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z2,0,0,100,,3000,3000.0,5300230649.0,0.0,1,42,10102000,ST,0
00110245,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,3000,3000.0,5300201112.0,0.0,1,56,140200000,ST,0
24463203,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,150,439,100,E11,2000,,5300509275.0,0.0,1,28,010502000,ST,0
25496500UB,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300259666.0,0.0,1,999,10401000,ST,0
00360203,2000,,0,0,0,0,F,40.0,264,264.0,Z008,Z2,0,0,100,,3000,3000.0,5300212202.0,0.0,1,49,140100000,ST,0
95193715UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300369056.0,0.0,1,42,10402000,ST,0
82019761,705086,,0,0,0,0,F,,708,708.0,Z010,Y2,0,0,1,E12,2000,,5300094047.0,0.0,1,42,070500000,ST,0
95152201,2000,,0,0,0,0,F,40.0,996,998.0,Z012,Z4,0,0,1,,3000,3000.0,5300307026.0,0.0,1,999,550100000,ST,0
27038300UB,704276,,0,0,0,0,F,72.0,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300083547.0,0.0,1,42,10401000,ST,0
60022311,701318,,0,0,0,0,F,,202,202.0,Z001,Z1,0,0,1,,3000,,5300376800.0,0.0,1,28,10102000,ST,0
28140817,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300262968.0,0.0,1,999,010102000,ST,0
24903101UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z2,1000,2310,100,,2000,,5300356914.0,0.0,1,28,010102000,ST,0
24415200UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Y9,0,0,1,E13,3000,3000.0,5300246598.0,0.0,1,42,10402000,ST,0
60109999,708008,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300526640.0,0.0,1,30,520200000,ST,0
60103375,717841,,0,0,0,0,F,,203,203.0,Z001,Y5,40,7720,1,E11,2100,,5300544003.0,0.0,1,84,070200000,ST,1
37203006UB,2000,,0,0,0,0,F,40.0,204,204.0,Z012,Z1,0,0,1,,3000,3000.0,5300293392.0,0.0,1,999,10102000,ST,0
35155900UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300061775.0,0.0,1,35,010401000,ST,0
04006907,702584,,0,0,0,0,F,,203,203.0,Z010,Y9,0,0,1,E13,2000,,5300153197.0,0.0,1,280,130600000,ST,0
00380616,701218,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300124072.0,0.0,1,14,070100000,ST,0
36021217,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,70,3916,100,E11,3000,,5300180127.0,0.0,1,60,070300000,ST,0
34659500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300545813.0,0.0,1,42,10402000,ST,0
60024635,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300406199.0,0.0,1,42,010403000,ST,0
34993900,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z7,110,28127,1,,3000,3000.0,5300199881.0,0.0,1,28,010401000,ST,0
00110649,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,1,,3000,3000.0,5300201435.0,0.0,1,42,70300000,ST,0
24956800UB,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,1,,3000,,5300363772.0,0.0,1,3,10403000,ST,0
60069458,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300442732.0,0.0,1,70,00,ST,0
34008801,2000,,0,0,0,0,F,40.0,996,998.0,Z012,EX,0,0,0,,3000,3000.0,5300276628.0,0.0,1,999,42,ST,0
95174158,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300310625.0,0.0,1,42,010102000,ST,0
00311356,702750,,0,0,0,0,F,,203,203.0,Z011,Y5,0,0,1,E15,2000,,5300137570.0,0.0,1,210,030202000,ST,0
60020887,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300406171.0,0.0,1,42,10401000,ST,0
23587000,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300235301.0,0.0,1,42,0,ST,0
95183629,715408,,0,0,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,3000,,5300436138.0,3.0,1,56,010403000,ST,0
95163835UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300309179.0,0.0,1,999,10102000,ST,0
00347392,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,0,0,1,,3000,3000.0,5300504008.0,0.0,1,56,80600000,ST,0
60017654,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2100,,5300367430.0,0.0,1,42,10401000,ST,0
00370220,706261,,0,0,0,0,F,,264,264.0,Z010,Y4,0,0,100,E11,2100,,5300354768.0,0.0,1,28,140700000,ST,0
00120184,706985,,0,0,0,0,F,,708,708.0,Z010,Y2,240,14929,1,E13,2100,,5300359332.0,0.0,1,42,070400000,ST,0
04002559,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,100,E11,2000,,5300078360.0,0.0,1,5,090300000,ST,0
31043801,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,1,E15,2100,,5300041200.0,0.0,1,42,140500000,ST,0
82011203UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,100,,3000,3000.0,5300298268.0,0.0,1,42,10102000,ST,0
00310914UB,700585,4600008224.0,10,14,0,0,F,,203,203.0,Z010,Y5,0,0,1,E14,2000,,5300057711.0,0.0,1,14,30203000,ST,0
80742005,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300296855.0,0.0,1,14,520100000,ST,0
60033729,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300459481.0,0.0,1,42,010403000,ST,0
00111345,700000,,0,0,0,0,F,,723,723.0,Z001,X3,4970,9961,100,E20,2000,,5300173335.0,0.0,1,21,010502000,ST,0
60007280,2100,,0,0,0,0,F,41.0,998,998.0,Z012,Z1,0,0,1,,3000,3000.0,5300504238.0,0.0,1,999,100100000,ST,0
95154322,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,100,,3000,3000.0,5300308147.0,0.0,1,999,010102000,ST,0
24886811,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y2,70,32235,1,E15,3000,3000.0,5300254910.0,0.0,1,28,100202000,ST,0
31059301,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Z2,0,0,1,,3000,3000.0,5300270608.0,0.0,1,35,60100000,ST,0
36020463UB,1000,,0,0,0,0,F,,991,991.0,Z012,Z1,0,0,100,,3000,,5300124167.0,0.0,1,3,10102000,ST,0
95163363,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300308996.0,0.0,1,42,010305000,ST,0
90021510,708008,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,100,,3000,,5300175800.0,0.0,1,35,520200000,ST,0
00260586,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y4,850,24436,100,E13,3000,3000.0,5300205748.0,0.0,1,35,090300000,ST,0
35171601UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,1,E20,2000,,5300157143.0,0.0,1,35,10102000,ST,0
25010144,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,20,12262,1,E11,3000,,5300078653.0,0.0,1,70,550100000,ST,0
21362206,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300228329.0,0.0,1,42,0,ST,0
36020594,1900,,0,0,0,0,F,,277,277.0,Z012,Z7,200,5202,100,,3000,,5300141030.0,0.0,1,75,100000000,ST,0
33113901,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300042703.0,0.0,1,21,010103000,ST,0
24476100UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2100,,5300163187.0,0.0,1,35,10401000,ST,0
60045108,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300429180.0,0.0,1,70,00,ST,0
24623800,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300198453.0,0.0,1,42,010403000,ST,0
28262802,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,500,9452,100,E15,2100,,5300117029.0,0.0,1,42,010301000,ST,0
23269001,711636,,0,0,0,0,F,,211,211.0,Z002,Y3,0,0,1,E14,2000,,5300188457.0,0.0,1,28,010102000,ST,0
04102976,701548,,0,0,0,0,F,,203,203.0,Z001,Z7,20,4050,1,,2000,,5300104273.0,0.0,1,14,070600000,ST,0
04007841,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300174732.0,0.0,1,5,130000000,ST,0
96142075,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300315898.0,0.0,1,56,10102000,ST,0
80830602,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,0,0,100,E11,3000,3000.0,5300297234.0,0.0,1,14,520100000,ST,0
25020988,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,100,,3000,3000.0,5300257303.0,0.0,1,999,10102000,ST,0
60049467,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,380,19803,100,E15,2100,,5300416446.0,0.0,1,42,060100000,ST,0
30020941,700000,,0,0,0,0,F,,223,223.0,Z001,V3,0,0,100,E19,2100,,5300160693.0,0.0,1,42,010502000,ST,0
60119238,708008,,0,0,0,0,F,,203,203.0,Z001,Y6,0,0,100,E11,2100,,5300539330.0,0.0,1,14,00,ST,0
60077511,707144,,0,0,0,0,F,,279,279.0,Z001,Y4,50,9270,1,E11,3000,,5300461935.0,0.0,1,84,080800000,ST,0
33785600,2000,,0,0,0,0,F,40.0,252,252.0,Z012,Z6,30,64236,1,,3000,3000.0,5300276078.0,0.0,1,14,080100000,ST,0
95080694,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300301843.0,0.0,1,365,550100000,ST,0
00190276,709277,,0,0,0,0,F,,203,203.0,Z001,Y4,70,539,100,E15,3000,,5300367728.0,0.0,1,21,140200000,ST,0
00220069,701885,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300069599.0,0.0,1,30,131500000,ST,0
00347917,700066,,0,0,0,0,F,,203,203.0,Z011,Y5,110,212261,1,E11,2000,,5300189808.0,0.0,1,168,131300000,ST,1
60017733,2100,,0,0,0,0,F,41.0,219,219.0,Z001,Z5,0,0,1,,2000,3000.0,5300418854.0,0.0,1,2,100202000,ST,0
24343121,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,100,,2100,,5300110581.0,0.0,1,28,010502000,ST,0
04001846,1900,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300150014.0,0.0,1,5,130000000,ST,0
23336006,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,20,5006,100,,3000,3000.0,5300233305.0,0.0,1,42,010102000,ST,0
33655700UB,700000,,0,0,0,0,F,30.0,223,223.0,Z001,V3,0,0,1,E19,2100,,5300051395.0,3.0,1,56,10102000,ST,0
